plate	well	depth	expt	round	sample	phage_library	notes	ID	r	io	kind	selection	replicate	name_full	name	method	genotype_CS	background_CS	strain_CS	genotype_S	background_S	strain_S	bio_Notes	category	antigen	genotype_pair	gene_CS	gene_S	notebook	description
2	A4	1	027e	R3i	A4	Synthetic	NA	02-A4	3	i	+	A4	1	027e.A4.1.R3i	027e.A4.1	cell_arrayed	∆PA103_4856	PA103	47	WT	PA103	209	NA	regulator	pleotropic	retS/WT	retS	WT	NA	PA103 ∆PA103_4856 / PA103 WT
2	A5	1	027e	R3i	A5	Synthetic	NA	02-A5	3	i	+	A5	1	027e.A5.1.R3i	027e.A5.1	cell_arrayed	∆PA103_4856	PA103	47	WT	PA103	209	NA	regulator	pleotropic	retS/WT	retS	WT	NA	PA103 ∆PA103_4856 / PA103 WT
2	A6	1	027e	R3i	A6	Synthetic	NA	02-A6	3	i	+	A6	1	027e.A6.1.R3i	027e.A6.1	cell_arrayed	WT	PA103	209	∆PA103_4856	PA103	47	NA	regulator	pleotropic	WT/retS	WT	retS	NA	PA103 WT / PA103 ∆PA103_4856
2	A7	1	027e	R3i	A7	Synthetic	NA	02-A7	3	i	+	A7	1	027e.A7.1.R3i	027e.A7.1	cell_arrayed	WT	PA103	209	∆PA103_4856	PA103	47	NA	regulator	pleotropic	WT/retS	WT	retS	NA	PA103 WT / PA103 ∆PA103_4856
2	A8	1	027e	R3i	A8	Synthetic	NA	02-A8	3	i	+	A8	1	027e.A8.1.R3i	027e.A8.1	cell_arrayed	WT	PA103	209	∆PA103_4856	PA103	47	NA	regulator	pleotropic	WT/retS	WT	retS	NA	PA103 WT / PA103 ∆PA103_4856
2	A9	1	027e	R3i	A9	Synthetic	NA	02-A9	3	i	+	A9	1	027e.A9.1.R3i	027e.A9.1	cell_arrayed	WT	PA14	430	tn::PA14_52260	PA14	NR_47013	NA	regulator	pleotropic	WT/gacS	WT	gacS	NA	PA14 WT / PA14 tn::PA14_52260
2	A10	1	027e	R3i	A10	Synthetic	NA	02-A10	3	i	+	A10	1	027e.A10.1.R3i	027e.A10.1	cell_arrayed	WT	PA14	430	tn::PA14_52260	PA14	NR_47013	NA	regulator	pleotropic	WT/gacS	WT	gacS	NA	PA14 WT / PA14 tn::PA14_52260
2	A11	1	027e	R3i	A11	Synthetic	NA	02-A11	3	i	+	A11	1	027e.A11.1.R3i	027e.A11.1	cell_arrayed	WT	PA103	209	fleQ(V240G)	PA103	979	NA	motility	flagellum	WT/fleQ_PA103(V240G)	WT	fleQ_PA103(V240G)	NA	PA103 WT / PA103 fleQ(V240G)
2	A12	1	027e	R3i	A12	Synthetic	NA	02-A12	3	i	+	A12	1	027e.A12.1.R3i	027e.A12.1	cell_arrayed	tn::fleQ	PA14	NR_24554	WT	PA14	430	NA	motility	flagellum	fleQ/WT	fleQ	WT	NA	PA14 tn::fleQ / PA14 WT
2	B1	1	027e	R3i	B1	Synthetic	NA	02-B1	3	i	+	B1	1	027e.B1.1.R3i	027e.B1.1	cell_arrayed	WT	PAK	517	∆fleN	PAK	1299	NA	motility	flagellum	WT/fleN	WT	fleN	NA	PAK WT / PAK ∆fleN
2	B2	1	027e	R3i	B2	Synthetic	NA	02-B2	3	i	+	B2	1	027e.B2.1.R3i	027e.B2.1	cell_arrayed	WT	PA14	430	tn::fleN	PA14	NR_25096	NA	motility	flagellum	WT/fleN	WT	fleN	NA	PA14 WT / PA14 tn::fleN
2	B3	1	027e	R3i	B3	Synthetic	NA	02-B3	3	i	+	B3	1	027e.B3.1.R3i	027e.B3.1	cell_arrayed	tn::fleQ	PA14	NR_24554	tn::fleN	PA14	NR_25096	NA	motility	flagellum	fleQ/fleN	fleQ	fleN	NA	PA14 tn::fleQ / PA14 tn::fleN
2	B4	1	027e	R3i	B4	Synthetic	NA	02-B4	3	i	+	B4	1	027e.B4.1.R3i	027e.B4.1	cell_arrayed	tn::fleQ	PA14	NR_24554	tn::fleN	PA14	NR_25096	possibly contaminated	motility	flagellum	fleQ/fleN	fleQ	fleN	NA	PA14 tn::fleQ / PA14 tn::fleN
2	B5	1	027e	R3i	B5	Synthetic	NA	02-B5	3	i	+	B5	1	027e.B5.1.R3i	027e.B5.1	cell_arrayed	tn::fleQ	PA14	NR_24554	tn::fleN	PA14	NR_25096	NA	motility	flagellum	fleQ/fleN	fleQ	fleN	NA	PA14 tn::fleQ / PA14 tn::fleN
2	B6	1	027e	R3i	B6	Synthetic	NA	02-B6	3	i	+	B6	1	027e.B6.1.R3i	027e.B6.1	cell_arrayed	NA	SA113	NA	∆fleN	PAK	1299	NA	motility	flagellum	SA113/fleN	SA113	fleN	NA	SA113 NA / PAK ∆fleN
2	B7	1	027e	R3i	B7	Synthetic	NA	02-B7	3	i	+	B7	1	027e.B7.1.R3i	027e.B7.1	cell_arrayed	NA	SA113	NA	WT	PAK	517	NA	motility	flagellum	SA113/WT	SA113	WT	NA	SA113 NA / PAK WT
2	B8	1	027e	R3i	B8	Synthetic	NA	02-B8	3	i	+	B8	1	027e.B8.1.R3i	027e.B8.1	cell_arrayed	NA	SA113	NA	WT	PA14	430	NA	motility	flagellum	SA113/WT	SA113	WT	NA	SA113 NA / PA14 WT
2	B9	1	027e	R3i	B9	Synthetic	NA	02-B9	3	i	+	B9	1	027e.B9.1.R3i	027e.B9.1	cell_arrayed	∆pilQ	PAO1	1052	WT	PAO1	220	NA	motility	flagellum	pilQ/WT	pilQ	WT	NA	PAO1 ∆pilQ / PAO1 WT
2	B10	1	027e	R3i	B10	Synthetic	NA	02-B10	3	i	+	B10	1	027e.B10.1.R3i	027e.B10.1	cell_arrayed	∆pilQ	PA103	1053	WT	PA103	209	NA	motility	T4P/flagellum	pilQ/PA103_fleQ	pilQ	PA103_fleQ	NA	PA103 ∆pilQ / PA103 WT
2	B11	1	027e	R3i	B11	Synthetic	NA	02-B11	3	i	+	B11	1	027e.B11.1.R3i	027e.B11.1	cell_arrayed	tn::pilQ	PA14	NR_41699	tn::fleQ	PA14	NR_24554	NA	motility	T4P/flagellum	pilQ/fleQ	pilQ	fleQ	NA	PA14 tn::pilQ / PA14 tn::fleQ
2	B12	1	027e	R3i	B12	Synthetic	NA	02-B12	3	i	+	B12	1	027e.B12.1.R3i	027e.B12.1	cell_arrayed	∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH	PAO1 MB5919	1377	WT	PAO1 MB5919	1376	NA	efflux	all efflux	∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH/WT	∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH	WT	NA	PAO1 MB5919 ∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH / PAO1 MB5919 WT
2	C1	1	027e	R3i	C1	Synthetic	NA	02-C1	3	i	+	C1	1	027e.C1.1.R3i	027e.C1.1	cell_arrayed	tn::oprM	PA14	NR_38915	tn::PA14_16280	PA14	NR_31143	NA	efflux	MexAB-OprM	oprM/nalC	oprM	nalC	NA	PA14 tn::oprM / PA14 tn::PA14_16280
2	C2	1	027e	R3i	C2	Synthetic	NA	02-C2	3	i	+	C2	1	027e.C2.1.R3i	027e.C2.1	cell_arrayed	tn::oprM	PA14	NR_38915	tn::PA14_16790	PA14	NR_48660	NA	efflux	MexAB-OprM	oprM/nalC	oprM	nalC	NA	PA14 tn::oprM / PA14 tn::PA14_16790
2	C3	1	027e	R3i	C3	Synthetic	NA	02-C3	3	i	+	C3	1	027e.C3.1.R3i	027e.C3.1	cell_arrayed	tn::oprM	PA14	NR_38915	tn::PA14_18080	PA14	NR_27882	NA	efflux	MexAB-OprM	oprM/nalD	oprM	nalD	NA	PA14 tn::oprM / PA14 tn::PA14_18080
2	C4	1	027e	R3i	C4	Synthetic	NA	02-C4	3	i	+	C4	1	027e.C4.1.R3i	027e.C4.1	cell_arrayed	tn::oprM	PA14	NR_38915	tn::PA14_38380	PA14	NR_41094	NA	efflux	MexXY-OprM	oprM/mexZ	oprM	mexZ	NA	PA14 tn::oprM / PA14 tn::PA14_38380
2	C5	1	027e	R3i	C5	Synthetic	NA	02-C5	3	i	+	C5	1	027e.C5.1.R3i	027e.C5.1	cell_arrayed	tn::oprD	PA14	NR_35173	WT	PA14	430	NA	efflux	OprD	oprD/WT	oprD	WT	NA	PA14 tn::oprD / PA14 WT
2	C6	1	027e	R3i	C6	Synthetic	NA	02-C6	3	i	+	C6	1	027e.C6.1.R3i	027e.C6.1	cell_arrayed	tn::oprL	PA14	NR_24047	WT	PA14	430	NA	efflux	OprL	oprL/WT	oprL	WT	NA	PA14 tn::oprL / PA14 WT
2	C7	1	027e	R3i	C7	Synthetic	NA	02-C7	3	i	+	C7	1	027e.C7.1.R3i	027e.C7.1	cell_arrayed	tn::oprF	PA14	NR_23102	WT	PA14	430	NA	efflux	OprF	oprF/WT	oprF	WT	NA	PA14 tn::oprF / PA14 WT
2	C8	1	027e	R3i	C8	Synthetic	NA	02-C8	3	i	+	C8	1	027e.C8.1.R3i	027e.C8.1	cell_arrayed	tn::oprG	PA14	NR_41551	WT	PA14	430	NA	efflux	OprG	oprG/WT	oprG	WT	NA	PA14 tn::oprG / PA14 WT
2	C9	1	027e	R3i	C9	Synthetic	NA	02-C9	3	i	+	C9	1	027e.C9.1.R3i	027e.C9.1	cell_arrayed	tn::PA14_14910	PA14	NR_40644	WT	PA14	430	NA	efflux	porin	bamB/WT	bamB	WT	NA	PA14 tn::PA14_14910 / PA14 WT
2	C10	1	027e	R3i	C10	Synthetic	NA	02-C10	3	i	+	C10	1	027e.C10.1.R3i	027e.C10.1	cell_arrayed	tn::PA14_51260	PA14	NR_38046	WT	PA14	430	NA	efflux	porin	bamC/WT	bamC	WT	NA	PA14 tn::PA14_51260 / PA14 WT
2	C11	1	027e	R3i	C11	Synthetic	NA	02-C11	3	i	+	C11	1	027e.C11.1.R3i	027e.C11.1	cell_arrayed	tn::mexA	PA14	NR_26977	WT	PA14	430	NA	efflux	MexA	mexA/WT	mexA	WT	NA	PA14 tn::mexA / PA14 WT
2	C12	1	027e	R3i	C12	Synthetic	NA	02-C12	3	i	+	C12	1	027e.C12.1.R3i	027e.C12.1	cell_arrayed	tn::mexB	PA14	NR_34341	WT	PA14	430	NA	efflux	MexB	mexB/WT	mexB	WT	NA	PA14 tn::mexB / PA14 WT
2	D1	1	027e	R3i	D1	Synthetic	NA	02-D1	3	i	+	D1	1	027e.D1.1.R3i	027e.D1.1	cell_arrayed	tn::mexT	PA14	NR_46755	WT	PA14	430	NA	efflux	MexT	mexT/WT	mexT	WT	NA	PA14 tn::mexT / PA14 WT
2	D2	1	027e	R3i	D2	Synthetic	NA	02-D2	3	i	+	D2	1	027e.D2.1.R3i	027e.D2.1	cell_arrayed	tn::mexI	PA14	NR_43615	WT	PA14	430	NA	efflux	MexI	mexI/WT	mexI	WT	NA	PA14 tn::mexI / PA14 WT
2	D3	1	027e	R3i	D3	Synthetic	NA	02-D3	3	i	+	D3	1	027e.D3.1.R3i	027e.D3.1	cell_arrayed	tn::mexD	PA14	NR_48179	WT	PA14	430	NA	efflux	MexC	mexC/WT	mexC	WT	NA	PA14 tn::mexD / PA14 WT
2	D4	1	027e	R3i	D4	Synthetic	NA	02-D4	3	i	+	D4	1	027e.D4.1.R3i	027e.D4.1	cell_arrayed	tn::mexC	PA14	NR_36142	WT	PA14	430	NA	efflux	MexD	mexD/WT	mexD	WT	NA	PA14 tn::mexC / PA14 WT
2	D5	1	027e	R3i	D5	Synthetic	NA	02-D5	3	i	+	D5	1	027e.D5.1.R3i	027e.D5.1	cell_arrayed	tn::mexE	PA14	NR_54850	WT	PA14	430	NA	efflux	MexE	mexE/WT	mexE	WT	NA	PA14 tn::mexE / PA14 WT
2	D6	1	027e	R3i	D6	Synthetic	NA	02-D6	3	i	+	D6	1	027e.D6.1.R3i	027e.D6.1	cell_arrayed	tn::mexF	PA14	NR_35559	WT	PA14	430	NA	efflux	MexF	mexF/WT	mexF	WT	NA	PA14 tn::mexF / PA14 WT
2	D7	1	027e	R3i	D7	Synthetic	NA	02-D7	3	i	+	D7	1	027e.D7.1.R3i	027e.D7.1	cell_arrayed	tn::mexH	PA14	NR_40815	WT	PA14	430	NA	efflux	MexH	mexH/WT	mexH	WT	NA	PA14 tn::mexH / PA14 WT
2	D8	1	027e	R3i	D8	Synthetic	NA	02-D8	3	i	+	D8	1	027e.D8.1.R3i	027e.D8.1	cell_arrayed	tn::PA14_18780	PA14	NR_47801	WT	PA14	430	NA	efflux	???	mex??/WT	mex??	WT	NA	PA14 tn::PA14_18780 / PA14 WT
2	D9	1	027e	R3i	D9	Synthetic	NA	02-D9	3	i	+	D9	1	027e.D9.1.R3i	027e.D9.1	cell_arrayed	tn::galU	PA14	NR_52640	WT	PA14	430	NA	LPS	core oligosaccharide	galU/WT	galU	WT	NA	PA14 tn::galU / PA14 WT
2	D10	1	027e	R3i	D10	Synthetic	NA	02-D10	3	i	+	D10	1	027e.D10.1.R3i	027e.D10.1	cell_arrayed	tn::PA14_66100	PA14	NR_31296	WT	PA14	430	NA	LPS	un-capped LPS	waaL/WT	waaL	WT	NA	PA14 tn::PA14_66100 / PA14 WT
2	D11	1	027e	R3i	D11	Synthetic	NA	02-D11	3	i	+	D11	1	027e.D11.1.R3i	027e.D11.1	cell_arrayed	wzy::aacC1	PA103	433	WT	PA103	209	NA	LPS	O-specific antigen	wzy/WT	wzy	WT	NA	PA103 wzy::aacC1 / PA103 WT
2	D12	1	027e	R3i	D12	Synthetic	NA	02-D12	3	i	+	D12	1	027e.D12.1.R3i	027e.D12.1	cell_arrayed	tn::wzz	PA14	NR_33590	WT	PA14	430	NA	LPS	O-specific antigen	wzz/WT	wzz	WT	NA	PA14 tn::wzz / PA14 WT
2	E1	1	027e	R3i	E1	Synthetic	NA	02-E1	3	i	+	E1	1	027e.E1.1.R3i	027e.E1.1	cell_arrayed	tn::wbpL	PA14	NR_35855	WT	PA14	430	NA	LPS	O-specific antigen	wbpL/WT	wbpL	WT	NA	PA14 tn::wbpL / PA14 WT
2	E2	1	027e	R3i	E2	Synthetic	NA	02-E2	3	i	+	E2	1	027e.E2.1.R3i	027e.E2.1	cell_arrayed	tn::wbpM	PA14	NR_28941	WT	PA14	430	NA	LPS	??	wbpM/WT	wbpM	WT	NA	PA14 tn::wbpM / PA14 WT
2	E3	1	027e	R3i	E3	Synthetic	NA	02-E3	3	i	+	E3	1	027e.E3.1.R3i	027e.E3.1	cell_arrayed	WT	PA14	430	tn::phoQ	PA14	NR_33095	NA	LPS/regulator	pleotropic	WT/phoQ	WT	phoQ	NA	PA14 WT / PA14 tn::phoQ
2	E4	1	027e	R3i	E4	Synthetic	NA	02-E4	3	i	+	E4	1	027e.E4.1.R3i	027e.E4.1	cell_arrayed	WT	PA14	430	tn::phoP	PA14	NR_40573	NA	regulator	pleotropic	WT/phoP	WT	phoP	NA	PA14 WT / PA14 tn::phoP
2	E5	1	027e	R3i	E5	Synthetic	NA	02-E5	3	i	+	E5	1	027e.E5.1.R3i	027e.E5.1	cell_arrayed	tn::rpoS	PA14	NR_32095	WT	PA14	430	NA	regulator	pleotropic	rpoS/WT	rpoS	WT	NA	PA14 tn::rpoS / PA14 WT
2	E6	1	027e	R3i	E6	Synthetic	NA	02-E6	3	i	+	E6	1	027e.E6.1.R3i	027e.E6.1	cell_arrayed	WT	PA14	430	tn::rpoS	PA14	NR_32095	NA	regulator	pleotropic	WT/rpoS	WT	rpoS	NA	PA14 WT / PA14 tn::rpoS
2	E7	1	027e	R3i	E7	Synthetic	NA	02-E7	3	i	+	E7	1	027e.E7.1.R3i	027e.E7.1	cell_arrayed	WT	PA14	430	tn::PA14_0070	PA14	NR_27274	NA	alginate	alginate	WT/PA14_0070	WT	PA14_0070	NA	PA14 WT / PA14 tn::PA14_0070
2	E8	1	027e	R3i	E8	Synthetic	NA	02-E8	3	i	+	E8	1	027e.E8.1.R3i	027e.E8.1	cell_arrayed	tn::algU	PA14	NR_40799	WT	PA14	430	NA	alginate	alginate	algU/WT	algU	WT	NA	PA14 tn::algU / PA14 WT
2	E9	1	027e	R3i	E9	Synthetic	NA	02-E9	3	i	+	E9	1	027e.E9.1.R3i	027e.E9.1	cell_arrayed	∆lasR	PA14	1264	WT	PA14	430	NA	QS	pleotropic	lasR/WT	lasR	WT	NA	PA14 ∆lasR / PA14 WT
2	E10	1	027e	R3i	E10	Synthetic	NA	02-E10	3	i	+	E10	1	027e.E10.1.R3i	027e.E10.1	cell_arrayed	WT	PA14	430	∆lasR	PA14	1264	NA	QS	pleotropic	WT/lasR	WT	lasR	NA	PA14 WT / PA14 ∆lasR
2	E11	1	027e	R3i	E11	Synthetic	NA	02-E11	3	i	+	E11	1	027e.E11.1.R3i	027e.E11.1	cell_arrayed	tn::rhlR	PA14	NR_37943	WT	PA14	430	NA	QS	pleotropic	rhlR/WT	rhlR	WT	NA	PA14 tn::rhlR / PA14 WT
2	E12	1	027e	R3i	E12	Synthetic	NA	02-E12	3	i	+	E12	1	027e.E12.1.R3i	027e.E12.1	cell_arrayed	tn::qscR	PA14	NR_42798	WT	PA14	430	NA	QS	pleotropic	qscR/WT	qscR	WT	NA	PA14 tn::qscR / PA14 WT
2	F1	1	027e	R3i	F1	Synthetic	NA	02-F1	3	i	+	F1	1	027e.F1.1.R3i	027e.F1.1	cell_arrayed	WT	PA14	430	tn::rhlR	PA14	NR_37943	NA	QS	pleotropic	WT/rhlR	WT	rhlR	NA	PA14 WT / PA14 tn::rhlR
2	F2	1	027e	R3i	F2	Synthetic	NA	02-F2	3	i	+	F2	1	027e.F2.1.R3i	027e.F2.1	cell_arrayed	WT	PA14	430	tn::qscR	PA14	NR_42798	NA	QS	pleotropic	WT/qscR	WT	qscR	NA	PA14 WT / PA14 tn::qscR
2	F3	1	027e	R3i	F3	Synthetic	NA	02-F3	3	i	+	F3	1	027e.F3.1.R3i	027e.F3.1	cell_arrayed	tn::pelA	PA14	NR_26187	WT	PA14	430	NA	EPS	pel	pelA/WT	pelA	WT	NA	PA14 tn::pelA / PA14 WT
2	F4	1	027e	R3i	F4	Synthetic	NA	02-F4	3	i	+	F4	1	027e.F4.1.R3i	027e.F4.1	cell_arrayed	tn::PA14_61200	PA14	NR_37866	WT	PA14	430	NA	EPS	pel	cdrA/WT	cdrA	WT	NA	PA14 tn::PA14_61200 / PA14 WT
2	F5	1	027e	R3i	F5	Synthetic	NA	02-F5	3	i	+	F5	1	027e.F5.1.R3i	027e.F5.1	cell_arrayed	∆pel	PAO1 Parsek	1257	WT	PAO1 Parsek	1256	NA	EPS	pel	pel/WT	pel	WT	NA	PAO1 Parsek ∆pel / PAO1 Parsek WT
2	F6	1	027e	R3i	F6	Synthetic	NA	02-F6	3	i	+	F6	1	027e.F6.1.R3i	027e.F6.1	cell_arrayed	∆psl	PAO1 Parsek	1258	WT	PAO1 Parsek	1256	NA	EPS	psl	psl/WT	psl	WT	NA	PAO1 Parsek ∆psl / PAO1 Parsek WT
2	F7	1	027e	R3i	F7	Synthetic	NA	02-F7	3	i	+	F7	1	027e.F7.1.R3i	027e.F7.1	cell_arrayed	∆pel ∆psl	PAO1 Parsek	1259	WT	PAO1 Parsek	1256	NA	EPS	pel/psl	pel-psl/WT	pel-psl	WT	NA	PAO1 Parsek ∆pel ∆psl / PAO1 Parsek WT
2	F8	1	027e	R3i	F8	Synthetic	NA	02-F8	3	i	+	F8	1	027e.F8.1.R3i	027e.F8.1	cell_arrayed	tn::PA14_49880	PA14	NR_52922	WT	PA14	430	NA	c-di-GMP	???	yfiR/WT	yfiR	WT	NA	PA14 tn::PA14_49880 / PA14 WT
2	F9	1	027e	R3i	F9	Synthetic	NA	02-F9	3	i	+	F9	1	027e.F9.1.R3i	027e.F9.1	cell_arrayed	tn::PA14_16480	PA14	NR_29257	WT	PA14	430	NA	c-di-GMP	???	wspF/WT	wspF	WT	NA	PA14 tn::PA14_16480 / PA14 WT
2	F10	1	027e	R3i	F10	Synthetic	NA	02-F10	3	i	+	F10	1	027e.F10.1.R3i	027e.F10.1	cell_arrayed	tn::PA14_08450	PA14	NR_23967	WT	PA14	430	NA	c-di-GMP	???	wspA/WT	wspA	WT	NA	PA14 tn::PA14_08450 / PA14 WT
2	F11	1	027e	R3i	F11	Synthetic	NA	02-F11	3	i	+	F11	1	027e.F11.1.R3i	027e.F11.1	cell_arrayed	tn::PA14_16470	PA14	NR_25862	WT	PA14	430	NA	c-di-GMP	???	wspE/WT	wspE	WT	NA	PA14 tn::PA14_16470 / PA14 WT
2	F12	1	027e	R3i	F12	Synthetic	NA	02-F12	3	i	+	F12	1	027e.F12.1.R3i	027e.F12.1	cell_arrayed	tn::PA14_52230	PA14	NR_35992	WT	PA14	430	NA	iron	ferric enterobactin receptor PirA/FepA	pirA	pirA	NA	NA	PA14 tn::PA14_52230 / PA14 WT
2	G1	1	027e	R3i	G1	Synthetic	NA	02-G1	3	i	+	G1	1	027e.G1.1.R3i	027e.G1.1	cell_arrayed	tn::PA14_62350	PA14	NR_28557	WT	PA14	430	NA	iron	PhuR	phuR/WT	phuR	WT	NA	PA14 tn::PA14_62350 / PA14 WT
2	G2	1	027e	R3i	G2	Synthetic	NA	02-G2	3	i	+	G2	1	027e.G2.1.R3i	027e.G2.1	cell_arrayed	tn::PA14_62350	PA14	NR_53271	WT	PA14	430	NA	iron	PhuR	phuR/WT	phuR	WT	NA	PA14 tn::PA14_62350 / PA14 WT
2	G3	1	027e	R3i	G3	Synthetic	NA	02-G3	3	i	+	G3	1	027e.G3.1.R3i	027e.G3.1	cell_arrayed	tn::tonB	PA14	NR_32482	WT	PA14	430	NA	iron	TonB	tonB/WT	tonB	WT	NA	PA14 tn::tonB / PA14 WT
2	G4	1	027e	R3i	G4	Synthetic	NA	02-G4	3	i	+	G4	1	027e.G4.1.R3i	027e.G4.1	cell_arrayed	tn::ampC	PA14	NR_46815	WT	PA14	430	NA	antibiotic resistance	NA	ampC/WT	ampC	WT	NA	PA14 tn::ampC / PA14 WT
2	G5	1	027e	R3i	G5	Synthetic	NA	02-G5	3	i	+	G5	1	027e.G5.1.R3i	027e.G5.1	cell_arrayed	tn::cupB5	PA14	NR_53195	WT	PA14	430	NA	cup	cup fimbrae	cupB5/WT	cupB5	WT	NA	PA14 tn::cupB5 / PA14 WT
2	G6	1	027e	R3i	G6	Synthetic	NA	02-G6	3	i	+	G6	1	027e.G6.1.R3i	027e.G6.1	cell_arrayed	WT	PAO1	220	∆fliC ∆pilA	PAO1	501	NA	fimbrae	cup fimbrae	WT/∆fliC ∆pilA	WT	∆fliC ∆pilA	NA	PAO1 WT / PAO1 ∆fliC ∆pilA
2	G7	1	027e	R3i	G7	Synthetic	NA	02-G7	3	i	+	G7	1	027e.G7.1.R3i	027e.G7.1	cell_arrayed	WT	PAO1	220	∆fliC ∆pilA	PAO1	1112	NA	fimbrae	cup fimbrae	WT/∆fliC ∆pilA	WT	∆fliC ∆pilA	NA	PAO1 WT / PAO1 ∆fliC ∆pilA
2	G8	1	027e	R3i	G8	Synthetic	NA	02-G8	3	i	+	G8	1	027e.G8.1.R3i	027e.G8.1	cell_arrayed	tn::mucB	PA14	NR_25615	WT	PA14	430	NA	regulator	NA	mucB/WT	mucB	WT	NA	PA14 tn::mucB / PA14 WT
2	G9	1	027e	R3i	G9	Synthetic	NA	02-G9	3	i	+	G9	1	027e.G9.1.R3i	027e.G9.1	cell_arrayed	tn::mucD	PA14	NR_34714	WT	PA14	430	NA	regulator	NA	mucD/WT	mucD	WT	NA	PA14 tn::mucD / PA14 WT
2	G10	1	027e	R3i	G10	Synthetic	NA	02-G10	3	i	+	G10	1	027e.G10.1.R3i	027e.G10.1	cell_arrayed	tn::PA14_41270	PA14	NR_28523	WT	PA14	430	NA	regulator	NA	parS/WT	parS	WT	NA	PA14 tn::PA14_41270 / PA14 WT
2	G11	1	027e	R3i	G11	Synthetic	NA	02-G11	3	i	+	G11	1	027e.G11.1.R3i	027e.G11.1	cell_arrayed	tn::pvdS	PA14	NR_34241	WT	PA14	430	NA	???	NA	pvdS/WT	pvdS	WT	NA	PA14 tn::pvdS / PA14 WT
2	G12	1	027e	R3i	G12	Synthetic	NA	02-G12	3	i	+	G12	1	027e.G12.1.R3i	027e.G12.1	cell_arrayed	tn::pvdA	PA14	NR_30448	WT	PA14	430	NA	pyoveridine	NA	pvdA/WT	pvdA	WT	NA	PA14 tn::pvdA / PA14 WT
2	H1	1	027e	R3i	H1	Synthetic	NA	02-H1	3	i	+	H1	1	027e.H1.1.R3i	027e.H1.1	cell_arrayed	tn::PA14_53140	PA14	NR_43246	WT	PA14	430	NA	regulator	??	rbdA/WT	rbdA	WT	NA	PA14 tn::PA14_53140 / PA14 WT
2	H2	1	027e	R3i	H2	Synthetic	NA	02-H2	3	i	+	H2	1	027e.H2.1.R3i	027e.H2.1	cell_arrayed	tn::pmrA	PA14	NR_48321	WT	PA14	430	NA	regulator	pleotropic	pmrA/WT	pmrA	WT	NA	PA14 tn::pmrA / PA14 WT
2	H3	1	027e	R3i	H3	Synthetic	NA	02-H3	3	i	+	H3	1	027e.H3.1.R3i	027e.H3.1	cell_arrayed	tn::pmrB	PA14	NR_24651	WT	PA14	430	NA	regulator	pleotropic	pmrB/WT	pmrB	WT	NA	PA14 tn::pmrB / PA14 WT
2	H4	1	027e	R3i	H4	Synthetic	NA	02-H4	3	i	+	H4	1	027e.H4.1.R3i	027e.H4.1	cell_arrayed	tn::envZ	PA14	NR_54624	WT	PA14	430	NA	regulator	NA	envZ/amgS/WT	envZ	amgS	NA	PA14 tn::envZ / PA14 WT
2	H5	1	027e	R3i	H5	Synthetic	NA	02-H5	3	i	+	H5	1	027e.H5.1.R3i	027e.H5.1	cell_arrayed	tn::envZ	PA14	NR_36306	WT	PA14	430	NA	regulator	NA	envZ/amgS/WT	envZ	amgS	NA	PA14 tn::envZ / PA14 WT
2	H6	1	027e	R3i	H6	Synthetic	NA	02-H6	3	i	+	H6	1	027e.H6.1.R3i	027e.H6.1	cell_arrayed	tn::PA14_53140	PA14	NR_41299	WT	PA14	430	NA	regulator	NA	rbdA/WT	rbdA	WT	NA	PA14 tn::PA14_53140 / PA14 WT
2	H7	1	027e	R3i	H7	Synthetic	NA	02-H7	3	i	+	H7	1	027e.H7.1.R3i	027e.H7.1	cell_arrayed	tn::PA14_53140	PA14	NR_45062	WT	PA14	430	NA	regulator	NA	rbdA/WT	rbdA	WT	NA	PA14 tn::PA14_53140 / PA14 WT
2	H8	1	027e	R3i	H8	Synthetic	NA	02-H8	3	i	+	H8	1	027e.H8.1.R3i	027e.H8.1	cell_arrayed	tn::PA14_19340	PA14	NR_29763	WT	PA14	430	NA	regulator	NA	ladS/WT	ladS	WT	NA	PA14 tn::PA14_19340 / PA14 WT
2	H9	1	027e	R3i	H9	Synthetic	NA	02-H9	3	i	+	H9	1	027e.H9.1.R3i	027e.H9.1	cell_arrayed	∆hfq	PA103	249	WT	PA103	209	NA	regulator	pleotropic	hfq/WT	hfq	WT	NA	PA103 ∆hfq / PA103 WT
2	H10	1	027e	R3i	H10	Synthetic	NA	02-H10	3	i	+	H10	1	027e.H10.1.R3i	027e.H10.1	cell_arrayed	WT	PA103	209	∆hfq	PA103	249	NA	regulator	pleotropic	WT/hfq	WT	hfq	NA	PA103 WT / PA103 ∆hfq
